Nombre,PApellido,SApellido,Grado,Especialidad,Areas,Sexo,Pais,Estado,Residencia,UEstudio,UTrabajo,PagPersonal,PagInstitucional,Citas,IndiceH,IndiceI10,Articulos,GScholar,ResearchG,ORCID,SIPIPN
Marco,Scavino,,Doctor,En Estadística,"Estadística y Probabilidad, Estadística Asintótica, Procesos Estocásticos, Estadística no Paramétrica",Másculino,Uruguay,Montevideo,Uruguay,Universidad de Padua,Laboratorio de Probabilidad y Estadística - FING,https://scholar.google.com/citations?user=woT0slUAAAAJ&hl=en,https://lpe.edu.uy/integrantes/marco-scavino/,,,,,,,,
Juan Antonio,Kalemkerian,Kazandjian,Doctor,En Matemáticas,"Matemáticas, Estadística, Probabilidad",Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,http://conferencias.unc.edu.ar/index.php/xclatse/clatse2012/rt/printerFriendly/564/0,https://lpe.edu.uy/integrantes/juan-kalemkerian/,,,,,,,,
Pablo,Rodríguez,Bocca,Doctor,En Informática,,Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,,https://lpe.edu.uy/integrantes/pablo-rodriguez-bocca/,,,,,,,,
Pablo Gabriel,Romero,Rodríguez,Doctor,En Informática,,Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,https://xdoc.mx/documents/pablo-gabriel-romero-rodriguez-5ebb0967e8c21,https://lpe.edu.uy/integrantes/pablo-romero/,,,,,,,,
Juan Eduardo,Piccini,Ferrín,Doctor,En Informática,,Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,,https://lpe.edu.uy/integrantes/juan-piccini/,,,,,,,,
Claudio Enrique,Risso,Montaldo,Doctor,En Informática,"Optimización Combinatoria y Estocástica, con aplicaciones al análisis, desarrollo y resolución de modelos complejos en áreas tales como: Redes de Telecomunicaciones, Redes Eléctricas, Diseño de Redes Resilientes, Despacho Optimizado de Energía Eléctrica, Finanzas y Logística, entre otras.",Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,https://www.lacnic.net/4577/55/evento/claudio-enrique-risso-montaldo,https://lpe.edu.uy/integrantes/claudio-risso/,,,,,,,,
Juan Bruno,Bazzano,García,Maestro,En Ciencias,,Másculino,Uruguay,Montevideo,Uruguay,Imperial College,Laboratorio de Probabilidad y Estadística - FING,,https://lpe.edu.uy/integrantes/juan-bruno-bazzano/,,,,,,,,
Carolina,Crisci,Karlen,Doctora,,"Ciencias Biológica, Ecología, Ecologia Marina, Bioestadistica",Femenino,Uruguay,Montevideo,Uruguay,Universidad de Aix-Marsella,Laboratorio de Probabilidad y Estadística - FING,,https://lpe.edu.uy/integrantes/carolina-crisci-karlen/,,,,,,,,
Agustín López,De Lacalle,Samaniego,Maestro,En Ingeniería Matemática,,Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,https://www.colibri.udelar.edu.uy/jspui/browse?type=author&value=L%C3%B3pez+de+Lacalle+Samaniego%2C+Agust%C3%ADn,https://lpe.edu.uy/integrantes/agustin-lopez-de-lacalle/,,,,,,,,
Jorge,Graneri,,Doctor,En Biología,,Másculino,Uruguay,Montevideo,Uruguay,Universidad de la República,Laboratorio de Probabilidad y Estadística - FING,https://www.csic.edu.uy/content/jorge-graneri,https://lpe.edu.uy/integrantes/jorge-graneri/,,,,,,,,
Alvaro,Moraes,,,,,Másculino,Uruguay,Montevideo,Uruguay,,Laboratorio de Probabilidad y Estadística - FING,https://www.researchgate.net/profile/Alvaro-Moraes,,,,,,,,,
Berardi,Sensale,Rodriguez,Doctor,En Ingeniería Eléctrica,,Másculino,Uruguay,Utah,Estados Unidos,"Universidad de Notre Dame, EE.UU",Laboratorio de Probabilidad y Estadística - FING,,https://lpe.edu.uy/integrantes/berardi-sensale/,,,,,,,,
Sebastian,Basterrech,,Doctor,Ciencias de la Computación,"Optimización Numérica, Sistemas Dinámicos, Computación Neural, Computación Evolutiva, Problemas de Series Temporales, Aprendizaje Secuencial, Clustering.",Másculino,Uruguay,Montevideo,Uruguay,Universidad de Rennes,Laboratorio de Probabilidad y Estadística - FING,,https://lpe.edu.uy/mt-content/uploads/2020/09/basterrechcv_longversion_september.pdf,,,,,,,,
Françcois,Despaux,,Doctor,,,Másculino,Uruguay,Montevideo,Uruguay,Universidad de Lorena,Laboratorio de Probabilidad y Estadística - FING,https://lpe.edu.uy/mt-content/uploads/2021/06/cv_fdespaux-lpe.pdf,,,,,,,,,
María Belén,Allasia,,Doctora,En Estadística,Métodos multivariados para big data.,Femenino,Argentina,Rosario,Argentina,Universidad Nacional de Rosario,Universidad Nacional de Rosario,https://www.linkedin.com/in/mar%C3%ADa-bel%C3%A9n-allasia-59687734/?originalSubdomain=ar,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
María Evangelina,Alvarez,,Doctora,,Educación,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://www.fceia.unr.edu.ar/~ealvarez/,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Lucía,Andreozzi,,Doctora,En Demografía,Demografía,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://ri.conicet.gov.ar/author/55452,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Nora,Arnesi,,Maestra,En Estadística Aplicada,Estadística,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://rosario.academia.edu/NoraArnesi,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Gabriela,Boggio,,Doctora,En Matemáticas,Modelos estadísticos pata datos categóricos y de duración,Femenino,Argentina,Rosario,Argentina,Universidad Nacional de Rosario,Universidad Nacional de Rosario,https://www.agro.unlp.edu.ar/sites/default/files/cursos/boggio_gabriela_2016.pdf,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Virginia Laura,Borra,,Licenciada,,"Muestreo, Estadística espacial, Datos categóricos",Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Javier,Bussi,,Maestro,,Estadísticas oficiales,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Juan José,Campora,,,,Estadística,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Noelia,Castellana,,Licenciada,En Estadística,Modelos mixtos para datos longitudinales,Femenino,Argentina,Rosario,Argentina,Universidad Nacional de Rosario,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Mara,Catalano,,Licenciada,En Estadística,Datos longitudinales,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Cristina,Cuesta,,Maestra,,"Modelos espacios-temporales, Estadística área salud",Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Daniela,Dianda,,Doctora,En Estadística,Métodos estadísticos aplicados a la mejora de procesos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://www.researchgate.net/profile/Daniela-Dianda,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
María Isabel,Flury,,,,Estadística aplicada,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
María del Carmen,García,,,,"Modelos lineales y no lineales, Datos longitudinales",Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Guillermina,Harvey,,,,Modelos lineales generalizados y análisis de datos de supervivencia,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://www.researchgate.net/profile/Guillermina-Harvey,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Lucía,Hernández,,Licenciada,En Química,"Diseño de experimentos, Métodos estadísticos aplicados a la mejora de la calidad y la productividad",Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Leandro,Kovalevski,,Maestro,En Ciencias en Analítica,"Área de investigación: Análisis multivariado, minería de datos, big data.",Másculino,Argentina,Rosario,Argentina,Universidad de Chicago,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Paula Belén,Macat,,Licenciada,En Estadística,"Métodos multivariados en contextos no convencionales, Data Mining",Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Gonzalo Pablo,Marí,,Maestro,En Estadística,Muestreo,Másculino,Argentina,Rosario,Argentina,Universidad de Carleton,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Norma,"Meroi,",,,,Docencia,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Cesar Mario,Mignone,,,,Estadística espacial,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://www.researchgate.net/profile/Cesar-Mignone,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
José Alberto,Pagura,,Doctor,En Estadística,"Estadística espacial, Métodos estadísticos para la mejora de la calidad",Másculino,Argentina,Rosario,Argentina,Universidad Politécnica de Valéncia,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Marta Beatriz,Quaglino,,Doctor,En Estadística,"Estadística multivariada, Métodos estadísticos avanzados en la mejora de calidad y productividad",Másculino,Argentina,Rosario,Argentina,Universidad Politécnica de Valéncia,Universidad Nacional de Rosario,https://www.grupogamma.com/menn/wp-content/uploads/2015/06/MQuaglino_CV.pdf,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Cecilia,Rapelli,,,,Datos longitudinales,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Marta,Ruggieri,,,,Estadística y probabilidad,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Maite,San Martín,,,,Diseño y control de procesos,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Liliana,Severino,,Maestra,,Estadística aplicada,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,https://dai.unr.edu.ar/noticia/12903/observatorio-de-acciones-internacionales-entrevista-a-la-mg-liliana-carmen-severino,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
María Susana,Vitelleschi,,Maestra,,Análisis de datos multivariados a tres vías,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/investigacion/estadisticas-iitae/descripcion,,,,,,,,
Marcos Miguel,Prunello,,Maestro,En Informática Biomédica,Bioestadística,Másculino,Argentina,Rosario,Argentina,Universidad Stanford,Universidad Nacional de Rosario,https://www.austral.edu.ar/ingenieria-posgrados/cuerpo-docente/mag-marcos-miguel-prunello/,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Dalila,Vadell,,,,Taller de Estadísticas Oficiales,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Liliana,Koegel,,Maestra,,Inferencia Estadística,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Marta,Ruggieri,,,,Inferencia Estadística,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Nicolás,Ballarin,,Licenciado,,Probabilidades,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Guillermina,Isern,,,,Modelos Lineales,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Fernanda,Méndez,,Maestra,,Inferencia Estadística,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Viviana,González,,,,Métodos Numéricos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
José Enrique,Arónica,,Licenciado,En Estadística,Métodos no Paramétricos,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Leticia,Hachuel,,Maestra,,Análisis de Datos Categóricos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Cristina,Barbiero,,Licenciada,En Estadística,Métodos Estadísticos aplicados a la Industria,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
María Teresa,Blaconá,,Maestra,,"Estadística, Teoría de la probabilidad, Matemáticas aplicadas",Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
María Marta,Elchaimi,,Licenciada,En Estadística,Métodos Estadísticos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Hugo,De Francesco,,Licenciado,En Estadística,Métodos Estadísticos,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Liliana,Cuciarelli,,Licenciada,En Estadística,Métodos Estadísticos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Graciela,Molina,,Licenciado,En Estadística,Métodos Estadísticos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Ana María,Pendino,,Licenciada,En Estadística,Métodos Estadísticos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Facundo,Sigal,,Licenciado,,Métodos Estadísticos,Másculino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
María Elena,Gonzalez,García,Licenciada,En Estadística,Métodos Estadísticos,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Luciana,Magnano,,Doctora,,Series de Tiempo,Femenino,Argentina,Rosario,Argentina,,Universidad Nacional de Rosario,,https://www.fcecon.unr.edu.ar/web-nueva/departamentos-0,,,,,,,,
Juan Carlos,Abril,,Doctor,En Estadística,"Estadistica, Econometria, Series de Tiempo, Produccion Científico Tecnológica",Másculino,Argentina,Tucumán,Argentina,Escuela de Economía de Londres,Universidad Nacional de Tucumán,,https://face.unt.edu.ar/web/posgrados/posgrados/maestria-en-estadistica-aplicada/,,,,,,,,
María de las Mercedes,Abril,,Doctora,En Estadística,"Econometría, Estadística Económica, Series de Tiempo",Femenino,Argentina,Tucumán,Argentina,Universidad Nacional de Rosario,Universidad Nacional de Tucumán,https://ri.conicet.gov.ar/author/29479,https://face.unt.edu.ar/web/posgrados/posgrados/maestria-en-estadistica-aplicada/,,,,,,,,
Osvaldo Ernesto Antonio,Arce,Maestro,Maestro,En Estadística Aplicada,,Másculino,Argentina,Tucumán,Argentina,Universidad Nacional de Tucumán,Universidad Nacional de Tucumán,https://www.researchgate.net/profile/Osvaldo-Arce-2,https://face.unt.edu.ar/web/posgrados/posgrados/maestria-en-estadistica-aplicada/,,,,,,,,
Marcela Adriana,D`Urso Villar,,Maestra,En Estadística Aplicada,,Femenino,Argentina,Tucumán,Argentina,Universidad Nacional de Tucumán,Universidad Nacional de Tucumán,,https://face.unt.edu.ar/web/posgrados/posgrados/maestria-en-estadistica-aplicada/,,,,,,,,
Víctor Jorge,Elías,,Doctor,En Economía ,,Másculino,Argentina,Tucumán,Argentina,Universidad de Chicago,Universidad Nacional de Tucumán,https://es.wikipedia.org/wiki/V%C3%ADctor_El%C3%ADas_(economista),https://face.unt.edu.ar/web/posgrados/posgrados/maestria-en-estadistica-aplicada/,,,,,,,,
